Sample,Value
790,113
791,113
792,180
793,180
794,180
795,180
796,279
797,180
798,279
799,279
800,279
801,279
802,363
803,363
804,363
805,363
806,363
807,363
808,472
809,363
810,472
811,472
812,472
813,472
814,562
815,562
816,562
817,562
818,667
819,562
820,667
821,667
822,667
823,667
824,667
825,667
826,745
827,745
828,745
829,745
830,843
831,745
832,843
833,843
834,843
835,843
836,921
837,843
838,921
839,921
840,921
841,921
842,995
843,921
844,995
845,995
846,995
847,995
848,1012
849,1012
850,1012
851,1012
852,1012
853,1012
854,1001
855,1012
856,1001
857,1001
858,1001
859,1001
860,944
861,944
862,944
863,944
864,864
865,944
866,864
867,864
868,864
869,864
870,864
871,864
872,772
873,772
874,772
875,772
876,683
877,772
878,683
879,683
880,683
881,683
882,588
883,588
884,588
885,588
886,588
887,588
888,492
889,588
890,492
891,492
892,492
893,492
894,391
895,391
896,391
897,391
898,391
899,391
900,293
901,293
902,293
903,293
904,293
905,293
906,201
907,201
908,201
909,201
910,131
911,201
912,131
913,131
914,131
915,131
916,131
917,131
918,68
919,68
920,68
921,68
922,30
923,68
924,30
925,30
926,30
927,30
928,9
929,9
930,9
931,9
932,9
933,9
934,12
935,9
936,12
937,12
938,12
939,12
940,31
941,31
942,31
943,31
944,87
945,31
946,87
947,87
948,87
949,87
950,87
951,87
952,143
953,143
954,143
955,143
956,221
957,143
958,221
959,221
960,221
961,221
962,313
963,221
964,313
965,313
966,313
967,313
968,409
969,313
970,409
971,409
972,409
973,409
974,505
975,505
976,505
977,505
978,505
979,505
980,607
981,505
982,607
983,607
984,607
985,607
986,695
987,695
988,695
989,695
990,784
991,695
992,784
993,784
994,784
995,784
996,784
997,784
998,868
999,868
1000,868
1001,868
1002,952
1003,868
1004,952
1005,952
1006,952
1007,952
1008,996
1009,996
1010,996
1011,996
1012,996
1013,996
1014,1008
1015,996
1016,1008
1017,1008
1018,1008
1019,1008
1020,977
1021,977
1022,977
1023,977
1024,977
1025,977
1026,904
1027,904
1028,904
1029,904
1030,904
1031,904
1032,821
1033,821
1034,821
1035,821
1036,737
1037,821
1038,737
1039,737
1040,737
1041,737
1042,737
1043,737
1044,644
1045,644
1046,644
1047,644
1048,548
1049,644
1050,548
1051,548
1052,548
1053,548
1054,447
1055,447
1056,447
1057,447
1058,447
1059,447
1060,350
1061,447
1062,350
1063,350
1064,350
1065,350
1066,259
1067,259
1068,259
1069,259
1070,165
1071,259
1072,165
1073,165
1074,165
1075,165
1076,165
1077,165
1078,87
1079,87
1080,87
1081,87
1082,46
1083,87
1084,46
1085,46
1086,46
1087,46
1088,18
1089,46
1090,18
1091,18
1092,18
1093,18
1094,8
1095,18
1096,8
1097,8
1098,8
1099,8
1100,16
1101,16
1102,16
1103,16
1104,16
1105,16
1106,56
1107,16
1108,56
1109,56
1110,56
1111,56
1112,103
1113,103
1114,103
1115,103
1116,176
1117,103
1118,176
1119,176
1120,176
1121,176
1122,176
1123,176
1124,259
1125,259
1126,259
1127,259
1128,354
1129,259
1130,354
1131,354
1132,354
1133,354
1134,451
1135,451
1136,451
1137,451
1138,451
1139,451
1140,552
1141,451
1142,552
1143,552
1144,552
1145,552
1146,646
1147,646
1148,646
1149,646
1150,646
1151,646
1152,743
1153,743
1154,743
1155,743
1156,743
1157,743
1158,828
1159,828
1160,828
1161,828
1162,910
1163,828
1164,910
1165,910
1166,910
1167,910
1168,910
1169,910
1170,977
1171,977
1172,977
1173,977
1174,1005
1175,977
1176,1005
1177,1005
1178,1005
1179,1005
1180,987
1181,987
1182,987
1183,987
1184,987
1185,987
1186,951
1187,987
1188,951
1189,951
1190,951
1191,951
1192,870
1193,870
1194,870
1195,870
1196,792
1197,870
1198,792
1199,792
1200,792
1201,792
1202,792
1203,792
1204,699
1205,699
1206,699
1207,699
1208,608
1209,699
1210,608
1211,608
1212,608
1213,608
1214,509
1215,608
1216,509
1217,509
1218,509
1219,509
1220,404
1221,509
1222,404
1223,404
1224,404
1225,404
1226,307
1227,307
1228,307
1229,307
1230,307
1231,307
1232,212
1233,307
1234,212
1235,212
1236,212
1237,212
1238,140
1239,140
1240,140
1241,140
1242,75
1243,140
1244,75
1245,75
1246,75
1247,75
1248,75
1249,75
1250,33
1251,33
1252,33
1253,33
1254,10
1255,33
1256,10
1257,10
1258,10
1259,10
1260,13
1261,13
1262,13
1263,13
1264,13
1265,13
1266,28
1267,13
1268,28
1269,28
1270,28
1271,28
1272,68
1273,68
1274,68
1275,68
1276,68
1277,68
1278,136
1279,136
1280,136
1281,136
1282,136
1283,136
1284,205
1285,205
1286,205
1287,205
1288,302
1289,205
1290,302
1291,302
1292,302
1293,302
1294,302
1295,302
1296,399
1297,399
1298,399
1299,399
1300,492
1301,399
1302,492
1303,492
1304,492
1305,492
1306,588
1307,588
1308,588
1309,588
1310,588
1311,588
1312,692
1313,588
1314,692
1315,692
1316,692
1317,692
1318,780
1319,780
1320,780
1321,780
1322,861
1323,780
1324,861
1325,861
1326,861
1327,861
1328,861
1329,861
1330,937
1331,937
1332,937
1333,937
1334,998
1335,937
1336,998
1337,998
1338,998
1339,998
1340,1011
1341,998
1342,1011
1343,1011
1344,1011
1345,1011
1346,973
1347,1011
1348,973
1349,973
1350,973
1351,973
1352,919
1353,919
1354,919
1355,919
1356,919
1357,919
1358,830
1359,919
1360,830
1361,830
1362,830
1363,830
1364,744
1365,744
1366,744
1367,744
1368,660
1369,744
1370,660
1371,660
1372,660
1373,660
1374,660
1375,660
1376,566
1377,566
1378,566
1379,566
1380,467
1381,566
1382,467
1383,467
1384,467
1385,467
1386,367
1387,367
1388,367
1389,367
1390,367
1391,367
1392,271
1393,367
1394,271
1395,271
1396,271
1397,271
1398,180
1399,180
1400,180
1401,180
1402,180
1403,180
1404,112
1405,112
1406,112
1407,112
1408,112
1409,112
1410,54
1411,54
1412,54
1413,54
1414,28
1415,54
1416,28
1417,28
1418,28
1419,28
1420,28
1421,28
1422,11
1423,11
1424,11
1425,11
1426,22
1427,11
1428,22
1429,22
1430,22
1431,22
1432,48
1433,48
1434,48
1435,48
1436,48
1437,48
1438,99
1439,48
1440,99
1441,99
1442,99
1443,99
1444,166
1445,166
1446,166
1447,166
1448,242
1449,166
1450,242
1451,242
1452,242
1453,242
1454,242
1455,242
1456,334
1457,334
1458,334
1459,334
1460,440
1461,334
1462,440
1463,440
1464,440
1465,440
1466,536
1467,440
1468,536
1469,536
1470,536
1471,536
1472,635
1473,536
1474,635
1475,635
1476,635
1477,635
1478,727
1479,727
1480,727
1481,727
1482,727
1483,727
1484,809
1485,727
1486,809
1487,809
1488,809
1489,809
1490,893
1491,893
1492,893
1493,893
1494,973
1495,893
1496,973
1497,973
1498,973
1499,973
1500,973
1501,973
1502,1008
1503,1008
1504,1008
1505,1008
1506,1003
1507,1008
1508,1003
1509,1003
1510,1003
1511,1003
1512,966
1513,966
1514,966
1515,966
1516,966
1517,966
1518,885
1519,966
1520,885
1521,885
1522,885
1523,885
1524,796
1525,796
1526,796
1527,796
1528,796
1529,796
1530,715
1531,715
1532,715
1533,715
1534,715
1535,715
1536,621
1537,621
1538,621
1539,621
1540,522
1541,621
1542,522
1543,522
1544,522
1545,522
1546,522
1547,522
1548,426
1549,426
1550,426
1551,426
1552,324
1553,426
1554,324
1555,324
1556,324
1557,324
1558,232
1559,232
1560,232
1561,232
1562,232
1563,232
1564,152
1565,232
1566,152
1567,152
1568,152
1569,152
1570,88
1571,88
1572,88
1573,88
1574,41
1575,88
1576,41
1577,41
1578,41
1579,41
1580,41
1581,41
1582,16
1583,16
1584,16
1585,16
1586,13
1587,16
1588,13
1589,13
1590,13
1591,13
1592,28
1593,13
1594,28
1595,28
1596,28
1597,28
1598,49
1599,28
1600,49
1601,49
1602,49
1603,49
1604,121
1605,121
1606,121
1607,121
1608,121
1609,121
1610,197
1611,121
1612,197
1613,197
1614,197
1615,197
1616,287
1617,287
1618,287
1619,287
1620,376
1621,287
1622,376
1623,376
1624,376
1625,376
1626,376
1627,376
1628,477
1629,477
1630,477
1631,477
1632,581
1633,477
1634,581
1635,581
1636,581
1637,581
1638,669
1639,669
1640,669
1641,669
1642,669
1643,669
1644,760
1645,669
1646,760
1647,760
1648,760
1649,760
1650,845
1651,845
1652,845
1653,845
1654,845
1655,845
1656,940
1657,940
1658,940
1659,940
1660,940
1661,940
1662,992
1663,992
1664,992
1665,992
1666,1012
1667,992
1668,1012
1669,1012
1670,1012
1671,1012
1672,1012
1673,1012
1674,988
1675,988
1676,988
1677,988
1678,930
1679,988
1680,930
1681,930
1682,930
1683,930
1684,840
1685,840
1686,840
1687,840
1688,840
1689,840
1690,759
1691,840
1692,759
1693,759
1694,759
1695,759
1696,676
1697,676
1698,676
1699,676
1700,572
1701,676
1702,572
1703,572
1704,572
1705,572
1706,572
1707,572
1708,481
1709,481
1710,481
1711,481
1712,376
1713,481
1714,376
1715,376
1716,376
1717,376
1718,284
1719,376
1720,284
1721,284
1722,284
1723,284
1724,193
1725,284
1726,193
1727,193
1728,193
1729,193
1730,127
1731,127
1732,127
1733,127
1734,127
1735,127
1736,60
1737,127
1738,60
1739,60
1740,60
1741,60
1742,28
1743,28
1744,28
1745,28
1746,5
1747,28
1748,5
1749,5
1750,5
1751,5
1752,5
1753,5
1754,11
1755,11
1756,11
1757,11
1758,41
1759,11
1760,41
1761,41
1762,41
1763,41
1764,84
1765,84
1766,84
1767,84
1768,84
1769,84
1770,149
1771,84
1772,149
1773,149
1774,149
1775,149
1776,225
1777,225
1778,225
1779,225
1780,225
1781,225
1782,323
1783,323
1784,323
1785,323
1786,323
1787,323
1788,417
1789,417
1790,417
1791,417
1792,524
1793,417
1794,524
1795,524
1796,524
1797,524
1798,524
1799,524
1800,619
1801,619
1802,619
1803,619
1804,711
1805,619
1806,711
1807,711
1808,711
1809,711
1810,800
1811,800
1812,800
1813,800
1814,800
1815,800
1816,880
1817,800
1818,880
1819,880
1820,880
1821,880
1822,953
1823,953
1824,953
1825,953
1826,1013
1827,953
1828,1013
1829,1013
1830,1013
1831,1013
1832,1013
1833,1013
1834,1010
1835,1010
1836,1010
1837,1010
1838,970
1839,1010
1840,970
1841,970
1842,970
1843,970
1844,900
1845,970
1846,900
1847,900
1848,900
1849,900
1850,802
1851,900
1852,802
1853,802
1854,802
1855,802
1856,720
1857,720
1858,720
1859,720
1860,720
1861,720
1862,630
1863,720
1864,630
1865,630
1866,630
1867,630
1868,535
1869,535
1870,535
1871,535
1872,436
1873,535
1874,436
1875,436
1876,436
1877,436
1878,436
1879,436
1880,337
1881,337
1882,337
1883,337
1884,240
1885,337
1886,240
1887,240
1888,240
1889,240
1890,166
1891,166
1892,166
1893,166
1894,166
1895,166
1896,88
1897,166
1898,88
1899,88
1900,88
1901,88
1902,43
1903,43
1904,43
1905,43
1906,43
1907,43
1908,16
1909,16
1910,16
1911,16
1912,16
1913,16
1914,5
1915,5
1916,5
1917,5
1918,26
1919,5
1920,26
1921,26
1922,26
1923,26
1924,26
1925,26
1926,59
1927,59
1928,59
1929,59
1930,111
1931,59
1932,111
1933,111
1934,111
1935,111
1936,185
1937,185
1938,185
1939,185
1940,185
1941,185
1942,276
1943,185
1944,276
1945,276
1946,276
1947,276
1948,367
1949,367
1950,367
1951,367
1952,465
1953,367
1954,465
1955,465
1956,465
1957,465
1958,465
1959,465
1960,567
1961,567
1962,567
1963,567
1964,664
1965,567
1966,664
1967,664
1968,664
1969,664
1970,750
1971,664
1972,750
1973,750
1974,750
1975,750
1976,844
1977,750
1978,844
1979,844
1980,844
1981,844
1982,928
1983,928
1984,928
1985,928
1986,928
1987,928
1988,985
1989,928
1990,985
1991,985
1992,985
1993,985
1994,1007
1995,1007
1996,1007
1997,1007
1998,1002
1999,1007
2000,1002
2001,1002
2002,1002
2003,1002
2004,1002
2005,1002
2006,940
2007,940
2008,940
2009,940
2010,858
2011,940
2012,858
2013,858
2014,858
2015,858
2016,771
2017,771
2018,771
2019,771
2020,771
2021,771
2022,683
2023,771
2024,683
2025,683
2026,683
2027,683
2028,588
2029,588
2030,588
2031,588
2032,588
2033,588
2034,496
2035,496
2036,496
2037,496
2038,496
2039,496
2040,394
2041,394
2042,394
2043,394
2044,292
2045,394
2046,292
2047,292
2048,292
2049,292
2050,292
2051,292
2052,205
2053,205
2054,205
2055,205
2056,133
2057,205
2058,133
2059,133
2060,133
2061,133
2062,73
2063,73
2064,73
2065,73
2066,73
2067,73
2068,28
2069,73
2070,28
2071,28
2072,28
2073,28
2074,8
2075,8
2076,8
2077,8
2078,13
2079,8
2080,13
2081,13
2082,13
2083,13
2084,13
2085,13
2086,36
2087,36
2088,36
2089,36
2090,83
2091,36
2092,83
2093,83
2094,83
2095,83
2096,147
2097,83
2098,147
2099,147
2100,147
2101,147
2102,219
2103,147
2104,219
2105,219
2106,219
2107,219
2108,305
2109,305
2110,305
2111,305
2112,305
2113,305
2114,414
2115,305
2116,414
2117,414
2118,414
2119,414
2120,510
2121,510
2122,510
2123,510
2124,611
2125,510
2126,611
2127,611
2128,611
2129,611
2130,611
2131,611
2132,702
2133,702
2134,702
2135,702
2136,789
2137,702
2138,789
2139,789
2140,789
2141,789
2142,873
2143,873
2144,873
2145,873
2146,873
2147,873
2148,951
2149,873
2150,951
2151,951
2152,951
2153,951
2154,998
2155,998
2156,998
2157,998
2158,998
2159,998
2160,1012
2161,1012
2162,1012
2163,1012
2164,1012
2165,1012
2166,979
2167,979
2168,979
2169,979
2170,902
2171,979
2172,902
2173,902
2174,902
2175,902
2176,902
2177,902
2178,827
2179,827
2180,827
2181,827
2182,734
2183,827
2184,734
2185,734
2186,734
2187,734
2188,648
2189,648
2190,648
2191,648
2192,648
2193,648
2194,544
2195,648
2196,544
2197,544
2198,544
2199,544
2200,448
2201,448
2202,448
2203,448
2204,348
2205,448
2206,348
2207,348
2208,348
2209,348
2210,348
2211,348
2212,254
2213,254
2214,254
2215,254
2216,168
2217,254
2218,168
2219,168
2220,168
2221,168
2222,104
2223,168
2224,104
2225,104
2226,104
2227,104
2228,46
2229,104
2230,46
2231,46
2232,46
2233,46
2234,17
2235,17
2236,17
2237,17
2238,17
2239,17
2240,9
2241,17
2242,9
2243,9
2244,9
2245,9
2246,17
2247,17
2248,17
2249,17
2250,55
2251,17
2252,55
2253,55
2254,55
2255,55
2256,55
2257,55
2258,106
2259,106
2260,106
2261,106
2262,174
2263,106
2264,174
2265,174
2266,174
2267,174
2268,259
2269,259
2270,259
2271,259
2272,259
2273,259
2274,355
2275,259
2276,355
2277,355
2278,355
2279,355
2280,452
2281,452
2282,452
2283,452
2284,452
2285,452
2286,552
2287,552
2288,552
2289,552
2290,552
2291,552
2292,645
2293,645
2294,645
2295,645
2296,737
2297,645
2298,737
2299,737
2300,737
2301,737
2302,737
2303,737
2304,821
2305,821
2306,821
2307,821
2308,911
2309,821
2310,911
2311,911
2312,911
2313,911
2314,972
2315,972
2316,972
2317,972
2318,972
2319,972
2320,1012
2321,972
2322,1012
2323,1012
2324,1012
2325,1012
2326,1007
2327,1007
2328,1007
2329,1007
2330,953
2331,1007
2332,953
2333,953
2334,953
2335,953
2336,953
2337,953
2338,874
2339,874
2340,874
2341,874
2342,792
2343,874
2344,792
2345,792
2346,792
2347,792
2348,698
2349,792
2350,698
2351,698
2352,698
2353,698
2354,604
2355,698
2356,604
2357,604
2358,604
2359,604
2360,504
2361,504
2362,504
2363,504
2364,504
2365,504
2366,406
2367,504
2368,406
2369,406
2370,406
2371,406
2372,304
2373,304
2374,304
2375,304
2376,215
2377,304
2378,215
2379,215
2380,215
2381,215
2382,215
2383,215
2384,144
2385,144
2386,144
2387,144
2388,72
2389,144
2390,72
2391,72
2392,72
2393,72
2394,35
2395,35
2396,35
2397,35
2398,35
2399,35
2400,12
2401,35
2402,12
2403,12
2404,12
2405,12
2406,18
2407,18
2408,18
2409,18
2410,18
2411,18
2412,29
2413,29
2414,29
2415,29
2416,29
2417,29
2418,70
2419,70
2420,70
2421,70
2422,138
2423,70
2424,138
2425,138
2426,138
2427,138
2428,138
2429,138
2430,212
2431,212
2432,212
2433,212
2434,299
2435,212
2436,299
2437,299
2438,299
2439,299
2440,395
2441,395
2442,395
2443,395
2444,395
2445,395
2446,499
2447,395
2448,499
2449,499
2450,499
2451,499
2452,593
2453,593
2454,593
2455,593
2456,692
2457,593
2458,692
2459,692
2460,692
2461,692
2462,692
2463,692
2464,778
2465,778
2466,778
2467,778
2468,859
2469,778
2470,859
2471,859
2472,859
2473,859
2474,940
2475,859
2476,940
2477,940
2478,940
2479,940
2480,993
2481,940
2482,993
2483,993
2484,993
2485,993
2486,1004
2487,1004
2488,1004
2489,1004
2490,1004
2491,1004
2492,988
2493,1004
2494,988
2495,988
2496,988
2497,988
2498,922
2499,922
2500,922
2501,922
2502,857
2503,922
2504,857
2505,857
2506,857
2507,857
2508,857
2509,857
2510,742
2511,742
2512,742
2513,742
2514,659
2515,742
2516,659
2517,659
2518,659
2519,659
2520,559
2521,559
2522,559
2523,559
2524,559
2525,559
2526,464
2527,559
2528,464
2529,464
2530,464
2531,464
2532,360
2533,360
2534,360
2535,360
2536,360
2537,360
2538,267
2539,267
2540,267
2541,267
2542,267
2543,267
2544,180
2545,180
2546,180
2547,180
2548,108
2549,180
2550,108
2551,108
2552,108
2553,108
2554,108
2555,108
2556,58
2557,58
2558,58
2559,58
2560,19
2561,58
2562,19
2563,19
2564,19
2565,19
2566,4
2567,4
2568,4
2569,4
2570,4
2571,4
2572,19
2573,4
2574,19
2575,19
2576,19
2577,19
2578,45
2579,45
2580,45
2581,45
2582,92
2583,45
2584,92
2585,92
2586,92
2587,92
2588,92
2589,92
2590,157
2591,157
2592,157
2593,157
2594,246
2595,157
2596,246
2597,246
2598,246
2599,246
2600,340
2601,246
2602,340
2603,340
2604,340
2605,340
2606,437
2607,340
2608,437
2609,437
2610,437
2611,437
2612,536
2613,536
2614,536
2615,536
2616,536
2617,536
2618,639
2619,536
2620,639
2621,639
2622,639
2623,639
2624,726
2625,726
2626,726
2627,726
2628,820
2629,726
2630,820
2631,820
2632,820
2633,820
2634,820
2635,820
2636,895
2637,895
2638,895
2639,895
2640,974
2641,895
2642,974
2643,974
2644,974
2645,974
2646,1010
2647,1010
2648,1010
2649,1010
2650,1010
2651,1010
2652,1020
2653,1010
2654,1020
2655,1020
2656,1020
2657,1020
2658,953
2659,953
2660,953
2661,953
2662,953
2663,953
2664,890
2665,890
2666,890
2667,890
2668,890
2669,890
2670,795
2671,795
2672,795
2673,795
2674,718
2675,795
2676,718
2677,718
2678,718
2679,718
2680,718
2681,718
2682,616
2683,616
2684,616
2685,616
2686,524
2687,616
2688,524
2689,524
2690,524
2691,524
2692,426
2693,426
2694,426
2695,426
2696,426
2697,426
2698,323
2699,426
2700,323
2701,323
2702,323
2703,323
2704,232
2705,232
2706,232
2707,232
2708,148
2709,232
2710,148
2711,148
2712,148
2713,148
2714,148
2715,148
2716,89
2717,89
2718,89
2719,89
2720,39
2721,89
2722,39
2723,39
2724,39
2725,39
2726,12
2727,39
2728,12
2729,12
2730,12
2731,12
2732,11
2733,12
2734,11
2735,11
2736,11
2737,11
2738,31
2739,31
2740,31
2741,31
2742,31
2743,31
2744,68
2745,31
2746,68
2747,68
2748,68
2749,68
2750,124
2751,124
2752,124
2753,124
2754,195
2755,124
2756,195
2757,195
2758,195
2759,195
2760,195
2761,195
2762,279
2763,279
2764,279
2765,279
2766,382
2767,279
2768,382
2769,382
2770,382
2771,382
2772,481
2773,481
2774,481
2775,481
2776,481
2777,481
2778,580
2779,481
2780,580
2781,580
2782,580
2783,580
2784,673
2785,673
2786,673
2787,673
2788,673
2789,673
2790,764
2791,764
2792,764
2793,764
2794,764
2795,764
2796,846
2797,846
2798,846
2799,846
2800,929
2801,846
2802,929
2803,929
2804,929
2805,929
2806,929
2807,929
2808,988
2809,988
2810,988
2811,988
2812,1016
2813,988
2814,1016
2815,1016
2816,1016
2817,1016
2818,993
2819,993
2820,993
2821,993
2822,993
2823,993
2824,932
2825,993
2826,932
2827,932
2828,932
2829,932
2830,844
2831,844
2832,844
2833,844
2834,756
2835,844
2836,756
2837,756
2838,756
2839,756
2840,756
2841,756
2842,672
2843,672
2844,672
2845,672
2846,576
2847,672
2848,576
2849,576
2850,576
2851,576
2852,480
2853,576
2854,480
2855,480
2856,480
2857,480
2858,372
2859,480
2860,372
2861,372
2862,372
2863,372
2864,280
2865,280
2866,280
2867,280
2868,280
2869,280
2870,196
2871,280
2872,196
2873,196
2874,196
2875,196
2876,123
2877,123
2878,123
2879,123
2880,62
2881,123
2882,62
2883,62
2884,62
2885,62
2886,62
2887,62
2888,28
2889,28
2890,28
2891,28
2892,6
2893,28
2894,6
2895,6
2896,6
2897,6
2898,12
2899,12
2900,12
2901,12
2902,12
2903,12
2904,38
2905,12
2906,38
2907,38
2908,38
2909,38
2910,87
2911,87
2912,87
2913,87
2914,87
2915,87
2916,155
2917,155
2918,155
2919,155
2920,155
2921,155
2922,230
2923,230
2924,230
2925,230
2926,330
2927,230
2928,330
2929,330
2930,330
2931,330
2932,330
2933,330
2934,428
2935,428
2936,428
2937,428
2938,528
2939,428
2940,528
2941,528
2942,528
2943,528
2944,622
2945,622
2946,622
2947,622
2948,622
2949,622
2950,719
2951,622
2952,719
2953,719
2954,719
2955,719
2956,805
2957,805
2958,805
2959,805
2960,885
2961,805
2962,885
2963,885
